Person,Property,Type,rn,rel_rate
http://dbpedia.org/resource/Cole_Peverley,birthPlace,City,85,**
http://dbpedia.org/resource/Wenceslaus_Hollar,deathPlace,Country,85,**
http://dbpedia.org/resource/Wenceslaus_Hollar,birthPlace,Country,85,**
http://dbpedia.org/resource/Ural_Rakhimov,birthPlace,Country,85,**
http://dbpedia.org/resource/Nikolay_Deryugin,birthPlace,Country,85,**
http://dbpedia.org/resource/Stefan_Banach,deathPlace,Country,85,**
http://dbpedia.org/resource/Stefan_Banach,birthPlace,Country,85,**
http://dbpedia.org/resource/Shelagh_Fraser,deathPlace,Country,85,**
http://dbpedia.org/resource/Cat_Zingano,birthPlace,City,85,**
http://dbpedia.org/resource/Joseph_Renzulli,occupation,PersonFunction,85,**
http://dbpedia.org/resource/Darius_Kasparaitis,birthPlace,Country,85,**
http://dbpedia.org/resource/Ernie_Schroeder,birthPlace,City,85,1
http://dbpedia.org/resource/Janko_Tumbasević,birthPlace,City,85,**
http://dbpedia.org/resource/Hans_Paetsch,birthPlace,Country,85,**
http://dbpedia.org/resource/Roman_Aramian,birthPlace,Country,85,**
http://dbpedia.org/resource/Kazuo_Kumakura,birthPlace,City,85,**
http://dbpedia.org/resource/Gavrilo_Princip,birthPlace,Country,85,**
http://dbpedia.org/resource/Tim_Berkel,residence,Country,85,**
http://dbpedia.org/resource/Cornelia_Adair,occupation,PersonFunction,85,**
http://dbpedia.org/resource/Rebecca_Kleefisch,birthPlace,City,85,**
http://dbpedia.org/resource/Deepraj_Rana,residence,City,85,**
http://dbpedia.org/resource/Darya_Moroz,birthPlace,Country,85,**
http://dbpedia.org/resource/Oksana_Chusovitina,birthPlace,Country,85,**
http://dbpedia.org/resource/Ethel_Merman,deathPlace,City,85,1
http://dbpedia.org/resource/Divyank_Turakhia,residence,City,85,**
http://dbpedia.org/resource/Nick_Mohammed,birthPlace,City,85,**
http://dbpedia.org/resource/T._Tony_Cai,birthPlace,City,85,**
http://dbpedia.org/resource/Kseniya_Rappoport,birthPlace,Country,85,**
http://dbpedia.org/resource/Magomedsalam_Magomedov,birthPlace,Country,85,**
http://dbpedia.org/resource/Fran_Bošnjaković,birthPlace,Country,85,**
http://dbpedia.org/resource/Lauren_Bacall,birthPlace,City,85,1
http://dbpedia.org/resource/Lauren_Bacall,deathPlace,City,85,1
http://dbpedia.org/resource/Isaac_Trachtenberg,birthPlace,Country,85,**
http://dbpedia.org/resource/Vasil_Kakovin,birthPlace,Country,85,**
http://dbpedia.org/resource/Filip_Krajinović,birthPlace,Country,85,**
http://dbpedia.org/resource/Bill_Attewell,birthPlace,City,85,**
http://dbpedia.org/resource/Despina_Storch,deathPlace,City,85,**
http://dbpedia.org/resource/Evgeniya_Khirivskaya,birthPlace,Country,85,**
http://dbpedia.org/resource/Ross_Barbour_(singer),birthPlace,City,85,**
http://dbpedia.org/resource/Friedrich_Engel_(mathematician),birthPlace,Country,85,**
http://dbpedia.org/resource/Narhar_Ambadas_Kurundkar,birthPlace,Country,85,**
http://dbpedia.org/resource/Sergei_Fokin_(ice_hockey),birthPlace,Country,85,**
http://dbpedia.org/resource/Godfrey_Weitzel,birthPlace,Country,85,**
http://dbpedia.org/resource/Matt_Walter,birthPlace,City,85,**
http://dbpedia.org/resource/Basil_Marceaux,occupation,MilitaryUnit,85,**
http://dbpedia.org/resource/Gregory_W._Carman,predecessor,Judge,85,**
http://dbpedia.org/resource/Alexei_Kosygin,deathPlace,Country,85,**
http://dbpedia.org/resource/Minami_Takayama,birthPlace,City,85,**
http://dbpedia.org/resource/Surendranath_Banerjee,birthPlace,Book,85,**
http://dbpedia.org/resource/Meyliservet_Kadınefendi,deathPlace,Country,85,**
http://dbpedia.org/resource/Gilbert_Froment,residence,Country,85,**
http://dbpedia.org/resource/Leon_Aleksander_Sapieha,deathPlace,Country,85,**
http://dbpedia.org/resource/Phan_Thanh_Giản,deathPlace,Country,85,**
http://dbpedia.org/resource/Rajendran,birthPlace,City,85,**
http://dbpedia.org/resource/Princess_Farial_of_Egypt,birthPlace,Country,85,**
http://dbpedia.org/resource/Michael_Gelfand,residence,Country,85,**
http://dbpedia.org/resource/José_Meléndez_(sprinter),birthPlace,City,85,**
http://dbpedia.org/resource/Donatas_Slanina,birthPlace,Country,85,**
http://dbpedia.org/resource/Prince_Frederick_of_Württemberg,birthPlace,Country,85,**
http://dbpedia.org/resource/Andriy_Rusol,birthPlace,Country,85,**
